ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1444148261.26666,0,0,0,0,0,0,0,0,0,0
1444148261.26666,0,0,0,0,0,0,0,0,0,0
1444148261.26666,0,74,0,133,3288,16506,1428,0,0,0
1444148261.26666,2,672,0,531,77893,107626,45751,86586562,12,15
1444148321.28441,0,0,0,0,0,0,0,0,0,0
1444148321.28441,0,0,0,0,0,0,0,0,0,0
1444148321.28441,0,76,0,138,3358,17508,1439,0,0,0
1444148321.28441,3,719,0,636,83203,114523,48819,86661183,15,15
1444148381.29254,0,0,0,0,0,0,0,0,0,0
1444148381.29254,0,0,0,0,0,0,0,0,0,0
1444148381.29254,0,78,0,138,3433,18510,1450,0,0,0
1444148381.29254,6,753,2,640,88284,120823,51659,86661185,17,15
1444148441.29149,0,0,0,0,0,0,0,0,0,0
1444148441.29149,0,0,0,0,0,0,0,0,0,0
1444148441.29149,0,80,0,138,3508,19512,1461,0,0,0
1444148441.29149,3,783,3,642,92747,127141,54158,86661187,19,15
1444148501.27268,0,0,0,0,0,0,0,0,0,0
1444148501.27268,0,0,0,0,0,0,0,0,0,0
1444148501.27268,0,82,0,138,3583,20514,1472,0,0,0
1444148501.27268,3,831,5,651,99805,135455,58284,86661190,22,15
1444148561.27055,0,0,0,0,0,0,0,0,0,0
1444148561.27055,0,0,0,0,0,0,0,0,0,0
1444148561.27055,0,84,0,138,3658,21516,1483,0,0,0
1444148561.27055,3,881,5,652,106399,142891,62256,86661194,26,15
1444148621.28865,0,0,0,0,0,0,0,0,0,0
1444148621.28865,0,0,0,0,0,0,0,0,0,0
1444148621.28865,0,86,0,138,3733,22518,1494,0,0,0
1444148621.28865,3,922,5,708,111972,149866,65402,86661212,30,30
1444148681.31346,0,0,0,0,0,0,0,0,0,0
1444148681.31346,0,0,0,0,0,0,0,0,0,0
1444148681.31346,0,88,0,138,3808,23520,1505,0,0,0
1444148681.31346,3,976,7,709,119805,158774,70120,86661216,34,30
