ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,20,0,70,974,692,590,0,0,0
946684800,4,128,0,128,2622,914,811,202,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,22,0,75,1044,1694,601,0,0,0
946684800,18,244,0,3018,27472,409453,3460,100280,3,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,24,0,75,1119,2696,612,0,0,0
946684800,16,332,1,169972,175752,6418066,6204,2601008,4,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,26,0,75,1194,3698,623,0,0,0
946684800,16,388,1,430587,273288,12927454,8781,2601043,5,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,28,0,75,1269,4700,634,0,0,0
946684800,17,434,1,892225,600200,24941530,10462,6603854,7,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,30,0,75,1344,5702,645,0,0,0
946684800,16,465,2,1264455,884206,39954496,12573,14107275,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,32,0,75,1419,6704,656,0,0,0
946684800,18,501,2,1720849,1029405,54967303,14492,14107298,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,34,0,75,1494,7706,667,0,0,0
946684800,18,518,2,1720849,1032012,54972500,15978,14107298,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,36,0,75,1569,8708,678,0,0,0
946684800,18,538,2,1720849,1034921,54978249,17661,14107298,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,1,38,0,75,1644,9710,689,0,0,0
946684800,18,560,2,1987240,1614513,54983488,19189,29101674,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,41,0,75,1719,10712,700,0,0,0
946684800,19,584,2,2253910,2194373,54988186,20530,44112346,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,43,0,75,1794,11714,711,0,0,0
946684800,14,625,2,2782745,2202167,84998973,22451,44112352,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,45,0,75,1869,12716,722,0,0,0
946684800,14,704,2,2829779,2215117,87505945,24752,44112368,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,47,0,75,1944,13718,733,0,0,0
946684800,13,721,2,2829779,2217714,87511168,26233,44112368,8,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,49,0,75,2019,14720,744,0,0,0
946684800,10,752,2,4940028,2242368,207537401,28471,44112388,10,0
