ctime,pid,usesysid,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
946684800,7721,10,pgxc,10.0.3.115,48856,2015-10-06 12:02:12.41601-04,,2015-10-06 12:02:22.91005-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 12:02:25.548488-04
946684800,7722,10,pgxc,10.0.3.115,48867,2015-10-06 12:02:25.595133-04,2015-10-06 12:02:51.385089-04,2015-10-06 12:02:51.388814-04,f,PREPARE TRANSACTION '_$XC$10094',active,2015-10-06 12:02:51.389468-04
946684800,7725,10,pgxc,10.0.3.115,48908,2015-10-06 12:02:51.393673-04,2015-10-06 12:02:51.392776-04,2015-10-06 12:02:51.393256-04,f,COPY public.supplier FROM STDIN DELIMITER AS '|',active,2015-10-06 12:02:51.411757-04
946684800,7726,10,pgxc,10.0.3.115,48917,2015-10-06 12:02:51.412133-04,2015-10-06 12:02:51.395057-04,2015-10-06 12:02:51.402364-04,f,COPY public.customer FROM STDIN DELIMITER AS '|',active,2015-10-06 12:02:51.44587-04
946684800,7733,10,psql,10.0.3.115,48941,2015-10-06 12:02:51.441963-04,,2015-10-06 12:02:51.446424-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, pid, usesysid, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:02:51.446426-04
946684800,7732,10,pgxc,10.0.3.115,48940,2015-10-06 12:02:51.442106-04,,,f,"",idle,2015-10-06 12:02:51.445543-04
946684800,7729,10,psql,10.0.3.115,48927,2015-10-06 12:02:51.423104-04,,2015-10-06 12:02:51.448204-04,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-10-06 12:02:51.448207-04
946684800,7721,10,pgxc,10.0.3.115,48856,2015-10-06 12:02:12.41601-04,,2015-10-06 12:02:22.91005-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 12:02:25.548488-04
946684800,7722,10,pgxc,10.0.3.115,48867,2015-10-06 12:02:25.595133-04,,2015-10-06 12:03:03.100906-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 12:03:03.15285-04
946684800,7725,10,pgxc,10.0.3.115,48908,2015-10-06 12:02:51.393673-04,,2015-10-06 12:03:18.449377-04,f,RESET ALL;RESET SESSION AUTHORIZATION;RESET transaction_isolation;,idle,2015-10-06 12:03:18.500031-04
