# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl1;59;1444148321;eth0;240.60;226.75;437.16;355.41;0.00;0.00;0.00
pgxl1;59;1444148321;lo;192.47;192.47;353.01;353.01;0.00;0.00;0.00
pgxl1;59;1444148381;eth0;1725.59;1646.50;2304.54;2300.77;0.00;0.00;0.00
pgxl1;59;1444148381;lo;1605.03;1605.03;2275.08;2275.08;0.00;0.00;0.00
pgxl1;58;1444148441;eth0;244.26;243.82;375.09;374.47;0.00;0.00;0.00
pgxl1;58;1444148441;lo;248.02;248.02;372.14;372.14;0.00;0.00;0.00
pgxl1;59;1444148501;eth0;523.10;537.45;941.81;1154.25;0.00;0.00;0.00
pgxl1;59;1444148501;lo;483.01;483.01;1148.79;1148.79;0.00;0.00;0.00
pgxl1;58;1444148561;eth0;828.40;853.60;2298.82;2822.10;0.00;0.00;0.00
pgxl1;58;1444148561;lo;571.12;571.12;2204.24;2204.24;0.00;0.00;0.00
pgxl1;59;1444148621;eth0;26.57;22.45;4.46;123.90;0.00;0.00;0.00
pgxl1;59;1444148621;lo;6.87;6.87;1.80;1.80;0.00;0.00;0.00
pgxl1;59;1444148681;eth0;91.22;90.60;15.24;12.74;0.00;0.00;0.00
pgxl1;59;1444148681;lo;92.81;92.81;12.00;12.00;0.00;0.00;0.00
