# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
pgxl;60;1444148774;-1;55.07;0.08;12.86;25.25;0.00;6.74
pgxl;60;1444148774;0;59.25;0.08;13.38;24.29;0.00;2.99
pgxl;60;1444148774;1;63.06;0.10;13.63;21.13;0.00;2.09
pgxl;60;1444148774;2;46.14;0.10;13.43;31.70;0.00;8.64
pgxl;60;1444148774;3;51.83;0.03;11.00;23.88;0.00;13.26
pgxl;59;1444148834;-1;41.99;0.00;12.84;37.54;0.00;7.63
pgxl;59;1444148834;0;54.79;0.00;14.19;26.03;0.00;4.99
pgxl;59;1444148834;1;33.29;0.00;14.18;44.00;0.00;8.53
pgxl;59;1444148834;2;44.72;0.00;11.05;37.90;0.00;6.32
pgxl;59;1444148834;3;35.09;0.00;11.92;42.30;0.00;10.68
pgxl;59;1444148894;-1;40.97;0.00;12.83;30.81;0.00;15.38
pgxl;59;1444148894;0;37.90;0.00;13.18;30.06;0.00;18.86
pgxl;59;1444148894;1;41.63;0.00;13.51;32.28;0.00;12.58
pgxl;59;1444148894;2;41.61;0.00;12.12;29.29;0.00;16.98
pgxl;59;1444148894;3;42.73;0.00;12.55;31.63;0.00;13.09
pgxl;59;1444148954;-1;56.09;0.00;15.51;14.35;0.00;14.05
pgxl;59;1444148954;0;54.43;0.00;15.28;13.07;0.00;17.21
pgxl;59;1444148954;1;55.63;0.00;17.91;16.32;0.00;10.15
pgxl;59;1444148954;2;56.82;0.00;13.86;13.42;0.00;15.89
pgxl;59;1444148954;3;57.50;0.00;14.98;14.57;0.00;12.94
pgxl;59;1444149014;-1;56.60;0.06;13.19;16.60;0.00;13.54
pgxl;59;1444149014;0;55.41;0.05;13.12;18.12;0.00;13.29
pgxl;59;1444149014;1;60.30;0.03;13.41;15.16;0.00;11.10
pgxl;59;1444149014;2;53.63;0.05;13.52;20.26;0.00;12.54
pgxl;59;1444149014;3;57.07;0.10;12.71;12.86;0.00;17.26
pgxl;59;1444149074;-1;50.89;0.00;12.89;18.99;0.00;17.23
pgxl;59;1444149074;0;49.69;0.00;14.18;18.18;0.00;17.95
pgxl;59;1444149074;1;51.00;0.00;13.64;21.79;0.00;13.58
pgxl;59;1444149074;2;51.64;0.00;11.74;15.55;0.00;21.07
pgxl;59;1444149074;3;51.25;0.00;12.01;20.46;0.00;16.27
pgxl;59;1444149134;-1;55.73;0.00;11.94;22.06;0.00;10.27
pgxl;59;1444149134;0;53.26;0.00;14.71;21.24;0.00;10.80
pgxl;59;1444149134;1;56.94;0.00;10.96;22.91;0.00;9.19
pgxl;59;1444149134;2;54.57;0.00;12.98;22.68;0.00;9.77
pgxl;59;1444149134;3;58.15;0.00;9.08;21.42;0.00;11.35
pgxl;59;1444149194;-1;43.73;0.00;8.64;18.44;0.00;29.18
pgxl;59;1444149194;0;45.01;0.00;9.67;16.41;0.00;28.90
pgxl;59;1444149194;1;44.42;0.00;8.52;20.16;0.00;26.90
pgxl;59;1444149194;2;41.88;0.00;7.67;15.43;0.00;35.02
pgxl;59;1444149194;3;43.63;0.00;8.70;21.77;0.00;25.89
