# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl;59;1444148321;65237.25;31633.98;34759.74;60.96;55392.42;15668.10;2829.98;17851.04;96.50
pgxl;59;1444148381;54439.60;542.71;8460.10;144.80;17308.76;12531.06;316.11;12276.69;95.56
pgxl;58;1444148441;88333.88;1499.45;14625.07;32.92;39512.95;20428.25;11611.41;30703.25;95.83
pgxl;59;1444148501;129640.12;17622.61;16187.56;49.30;51187.29;32709.71;1484.00;31986.08;93.54
pgxl;58;1444148561;48076.88;2150.54;11806.06;52.27;20738.44;6063.37;1634.23;7280.78;94.59
pgxl;59;1444148621;64576.32;1182.90;2514.93;62.64;18744.37;16907.94;404.78;16326.70;94.30
pgxl;59;1444148681;90366.30;1510.53;15932.31;43.42;31760.03;21846.62;2157.48;23170.83;96.53
