# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
pgxl;59;1444148321;16204392;135452;0.83;0;111056;11088544;23.43
pgxl;59;1444148381;16214276;125568;0.77;0;100424;11048216;23.34
pgxl;58;1444148441;16235772;104072;0.64;0;79664;12980928;27.43
pgxl;59;1444148501;16251828;88016;0.54;0;64844;10916956;23.07
pgxl;58;1444148561;16250956;88888;0.54;0;65388;11226816;23.72
pgxl;59;1444148621;16249172;90672;0.55;0;65052;11265484;23.80
pgxl;59;1444148681;16250252;89592;0.55;0;63228;11365896;24.02
