# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
pgxl;59;1444148321;eth0;25.06;47.07;3.34;167.09;0.00;0.00;0.00
pgxl;59;1444148321;lo;14.91;14.91;2.50;2.50;0.00;0.00;0.00
pgxl;59;1444148381;eth0;8.05;8.81;1.84;2.94;0.00;0.00;0.00
pgxl;59;1444148381;lo;14.79;14.79;3.00;3.00;0.00;0.00;0.00
pgxl;58;1444148441;eth0;8.57;9.31;1.86;3.14;0.00;0.00;0.00
pgxl;58;1444148441;lo;14.90;14.90;2.96;2.96;0.00;0.00;0.00
pgxl;59;1444148501;eth0;10.90;11.86;2.23;5.08;0.00;0.00;0.00
pgxl;59;1444148501;lo;18.65;18.65;3.72;3.72;0.00;0.00;0.00
pgxl;58;1444148561;eth0;167.33;163.97;1208.62;15.62;0.00;0.00;0.00
pgxl;58;1444148561;lo;22.44;22.44;4.42;4.42;0.00;0.00;0.00
pgxl;59;1444148621;eth0;65.04;74.78;399.34;9.99;0.00;0.00;0.00
pgxl;59;1444148621;lo;18.91;18.91;3.72;3.72;0.00;0.00;0.00
pgxl;59;1444148681;eth0;13.45;14.73;2.62;7.74;0.00;0.00;0.00
pgxl;59;1444148681;lo;22.40;22.40;4.44;4.44;0.00;0.00;0.00
