ctime,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,53,0,130,2976,16352,1285,0,0,0
946684800,5,846,2,8101380,2911555,327567297,34021,44112431,11,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,55,0,161,3020,17354,1296,0,0,0
946684800,9,920,2,8584340,4389498,330897512,2227608,44149668,13,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,57,0,192,3064,18356,1307,0,0,0
946684800,6,972,9,9008446,6399404,342212679,3514963,44149670,15,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,59,0,223,3108,19358,1318,0,0,0
946684800,13,1033,10,9516719,6482555,346841633,8010398,44149672,17,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,61,0,254,3152,20360,1329,0,0,0
946684800,13,1093,12,11576401,6921202,440075716,24016202,44149672,17,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,63,0,269,3212,21362,1340,0,0,0
946684800,12,1161,12,12632292,6960445,498612233,24478571,44149673,18,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,65,0,300,3256,22364,1351,0,0,0
946684800,12,1211,12,13827152,8163898,501893765,27756187,44149674,19,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,0,0,0,0,0,0,0,0,0
946684800,0,67,0,331,3300,23366,1362,0,0,0
946684800,11,1279,14,15575779,8230544,565926559,36214670,44149675,20,0
