# hostname;interval;timestamp;pswpin/s;pswpout/s
pgxl2;60;1444147378;70.21;0.00
pgxl2;60;1444147438;18.17;0.00
pgxl2;60;1444147498;7.49;0.00
pgxl2;59;1444147558;86.86;0.00
pgxl2;59;1444147618;5.99;0.00
pgxl2;60;1444147678;18.71;56.24
pgxl2;59;1444147738;8.27;20.34
pgxl2;60;1444147798;0.71;46.58
pgxl2;60;1444147858;13.42;31.59
pgxl2;59;1444147918;15.06;41.58
pgxl2;59;1444147978;45.07;22.34
pgxl2;59;1444148038;7.55;1.83
pgxl2;60;1444148098;166.03;539.01
pgxl2;60;1444148158;25.59;340.63
pgxl2;60;1444148218;13.45;133.95
