# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
pgxl2;60;1444147378;3257.35;4827.87;9456.80;37.49;7886.35;0.00;0.00;0.00;0.00
pgxl2;60;1444147438;17315.42;71899.35;6758.65;9.33;13984.78;0.00;0.00;0.00;0.00
pgxl2;60;1444147498;12446.26;68699.05;9834.98;4.38;20711.47;0.00;0.00;0.00;0.00
pgxl2;59;1444147558;22457.68;51093.86;3600.44;45.26;15139.98;0.00;0.00;0.00;0.00
pgxl2;59;1444147618;14741.54;70561.98;2796.46;3.45;12367.01;0.00;0.00;0.00;0.00
pgxl2;60;1444147678;13214.77;69648.32;12037.72;7.52;22738.19;445.37;6614.48;6706.68;95.00
pgxl2;59;1444147738;19768.90;55366.34;4523.39;1.80;25907.63;6052.05;1233.11;6900.20;94.72
pgxl2;60;1444147798;27921.32;57573.32;5337.24;0.47;33001.46;15355.08;0.00;14914.78;97.13
pgxl2;60;1444147858;31202.60;65751.21;5755.35;10.52;36845.02;17033.33;0.00;16731.02;98.23
pgxl2;59;1444147918;46266.51;67716.14;7613.53;10.12;41116.68;17573.84;3625.96;20813.47;98.18
pgxl2;59;1444147978;6975.49;136123.23;3141.67;5.86;11525.29;4840.54;3576.48;8035.99;95.47
pgxl2;59;1444148038;16229.36;88978.16;4899.71;5.76;46447.97;17321.79;21.36;16421.48;94.69
pgxl2;60;1444148098;98395.12;19408.06;21441.67;65.52;58218.59;24833.57;23208.04;44287.24;92.19
pgxl2;60;1444148158;33262.79;108591.23;1238.10;15.98;43296.85;19340.68;0.00;18491.46;95.61
pgxl2;60;1444148218;84621.29;154255.42;1161.68;10.63;38634.02;11089.11;0.00;10790.63;97.31
